index,reviews
417,"alhamdulillah barang sampai dengan selamat, tidak ada lecet, dan pengiriman cepat, sales juga ramah, semoga jaya trus"
418,"Doss as always, trusted."
419,"packing aman barang joss penjual fastrespon"
420,"Mantap"
421,"mantap, pengiriman cepat"
422,"Respon seller baik, pengiriman cepat. Produkmelebihi ekspektasi. Cocok buat clamp action cam beserta sticknya"
423,"sat set"
424,"Recommended"
425,"Recommended"
426,sesuai pesanan Berfungsi dengan baik. original smallrig
427,"Barang sesuai dengan deskripsi. Jos pokoknya"
428,"Butuh baterai Sony NP-F untuk bisa dipakai"
429,"Barang sudah sampai dengan selamat..udh biasa beli di doss..top markotop..❤️"
430,"respond cepat dan jelas dan barang bagus good 👍"
431,"Beli untuk ke 2 kalinya  dengan tipe yang sama..sangat puas belanja di DOSS,pelayanan sangat ramah apalagi ditambah voucher diskon yang lumayan 😁 mau beli lensa lagi tap... "
432,"mantap seller responsive sekaliii, bonus smallrig nya juga dapet, toppp!😍"
433,"belum dicoba, semoga awet"
434,"Seller komunikatif, pelayanan cepat dan responsif, pengiriman cepat, harga terbaik, packing aman dan rapi. Very very recommended swller"
435,"Packing sangat aman dan rapih. Kameranya, lensanya, printilan2 yang lainnya jugaa aman sesuai alhamdulillah🫶🏻🫶🏻"
436,"toko langganan kamera terbaik"
437,"Mantap banget. Cepat dan tepat waktunya."
438,"Produk sesuai deskripsi Semua fitur berfungsi baik wow diluar ekspetasi fiturnya sesuai"
439,"barang bagus, dan masih segel."
440,"packing aman sentosa"
441,"Jossss"
442,"Recommend this light device. Small, powerful, easy to use. But when you’re using 100% can hear a bit noise. Will wait Free mount in August"
443,kokoh tripodnya semoga awet yaaaah makasih dos
444,"perfect, cek in tokopedia check out di toko ."
445,King hybrid camera
446,Produk sesuai
447,Sesuai dengn pesanan.. kualitas sangat baik
448,Produk sudah sy terima dan berfungsi dengan baik.
449,Produk sudah sy terima dan berfungsi dengan baik.
450,Produk sudah sy terima dan berfungsi dengan baik.
451,barang bagus dan pengiriman cepat
452,brang dijamin original dan barang 100% new... pusa sekali
453,"Pelayanan tidak di ragukan lagi. Packingnya bagus banget. Semua nya menyala.Terimakasih Doss"
454,"barang sesuai deskripsi, pengiriman cepat"
455,Mantep gercep barang bagus
456,"Puas lensanya manteppp. Rekomen banget"
457,"barang cakep, pengiriman cepat, mantul pokoke"
458,"thumbs up"
459,"Layanan cepat barang sesuai, mantap"
460,"Kaakk makasi, pengirimannya cepet banget dan pengemasannya baik, kakanya jg responsif bgt dan membantu, baik di wa atau di marketplace, makasih banyak yaahh"
461,"packing aman, barang oke, semoga awet mantap"
462,"packing aman, barang oke, semoga awet mantap"
463,"Barang berfungsi dengan baik, pelayanannya ramah dan informatif. Ditunggu item free (ML-GB Bowens Adapter for ML 100Bi) di awal Agustus, yang belum dikirim karena belum ters... "
464,"paketnya cepat sampainyaa,harga masih tergolong terjangkau jugaa di toko ini"
465,Barang asli. Pengiriman cepat dan packing aman.
466,Barang bagus dan berfungsi dengan baik. Pnjual juga bagus pelayanannya. Thank you
467,"barung bagus berkualitas, sudah sangat terpercaya belanja di DOSS"
468,"packingnya oke banget, pengiriman cepat dan sangat rekom"
469,"pengiriman cepat, packingnya tebal, pokoknya oke bgt, sangat rekom"
470,"Gokss Mantappp"
471,"pengiriman cepat dan packing aman. makasih"
472,"anti spy hanya kiri kanan, atas bawah tetap terlihat."
473,udah lama pake TG dari sini biasa sering kebanting aman2 terus. baru kali ini jatoh sekali langsung retak belum ada seminggu
474,"presisi bgt 🤗🤗🤗, kualitas oke dijamin kokohh 👍🏻👍🏻"
475,barang sesuai spek dam deskripsi
476,"ini kedua kalinya saya beli, semoga awet"
477,Kalo charge pake ini layar HP jadi glitchy padahal grounding rumah bagus. Pake charger lain nggak masalah.
478,Mantap
479,Ga pernah gagal selalu oke pesan dsni langganan dari dulu
480,"mantap,pengiriman cepat, packing rapi"
481,"harga murah lagi promo sesuai diskripsi ,pngerfrinnya lancar,hp jadi bersih dan kinclong,masangnya mudah"
482,gampang lepas kacanya
483,bagus
484,baguss
485,bagus cukup buas.
486,Kualitas bagus dan cepat nyampainya
487,"Produk dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan presisi di HP. Terima kasih."
488,"Produk dikirim dengan dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan saat dipasang presisi di HP. Terima kasih."
489,"barang original, dikemas dengan baik dan dikirim dengan cepat. produk ini overall selain asli bagus, apalagi privacy matte brgnya bagus dan keren. Semoga sudah ada perbaikan... "
490,"barang ori dan sesuai pesanan, dikemas baik dan dikirim dengan cepat. saya suka pake hydrogel copper ini pemasangannya mudah, kualitasnya bagus saya udah ke brp kali nya bel... "
491,Oke
492,bener-bener nutupin full layar
493,good quality
494,Lem tidak merekat sama sekali tidak berguna!
495,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baik. sangat rekomendasi untuk beli aksesoris HP."
496,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.packing produk sangat baik. sangat rekomendasi untuk beli aksesoris HP. "
497,mantap jaya
498,"barang bagus, sayang di bagian earpiece tidak sesuai"
499,oke
500,sip
501,"Terima Kasih Seller, barang yang dikirim sesuai pesanan.. packingnya mantap, rapi dan aman…🙏🙏🙏"
502,"Terima Kasih Seller, barang yang dikirim sesuai pesanan.. packingnya mantap, rapi dan aman…🙏🙏🙏"
503,pengiriman cepat Dan packing aman... makasih
504,"anti spy hanya kiri kanan, atas bawah tetap terlihat."
505,udah lama pake TG dari sini biasa sering kebanting aman2 terus. baru kali ini jatoh sekali langsung retak belum ada seminggu
506,"presisi bgt 🤗🤗🤗, kualitas oke dijamin kokohh 👍🏻👍🏻"
507,barang sesuai spek dam deskripsi
508,"ini kedua x saya beli, semoga awet"
509,Kalo charge pake ini layar HP jadi glitchy padahal grounding rumah bagus. Pake charger lain nggak masalah.
510,Mantap
511,Ga pernah gagal selalu oke pesan disni langganan dari dulu
512,"mantap,
pengiriman cepat 
packing rapi"
513,"harga murah lagi promo sesuai diskripsi ,pngerfrinnya lancar,hp jadi bersih dan kinclong,masangnya mudah"
514,gampang lepas kacanya
515,bagus
516,baguss
517,bagus cukup buas.
518,Kualitas bagus dan cepat nyampainya
519,"Produk dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan presisi di HP. Terima kasih."
520,"Produk dikirim dg dikemas rapi dan aman, diberi bubble wrap. Sesuai deskripsi dan saat dipasang presisi di HP. Terima kasih."
521,"barang original, dikemas dengan baik dan dikirim dengan cepat. produk ini overall selain asli bagus, apalagi privacy matte brgnya bagus dan keren. Semoga sudah ada perbaikan... "
522,"barang ori dan sesuai pesanan, dikemas baik dan dikirim dengan cepat. saya suka pake hydrogel copper ini pemasangannya mudah, kualitasnya bagus saya udah ke brp kali nya bel... "
523,Oke
524,bener² nutupin full layar
525,good quality
526,Lem tidak merekat sama sekali tidak berguna!
527,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.
packing produk sangat baik

sangat rekomendasi untuk beli aksesoris HP "
528,"jernih tampilan hampir tidak ada perbedaan ketika tanpa tempered glass, pemasangan sangat mudah.
packing produk sangat baik

sangat rekomendasi untuk beli aksesoris HP at... "
529,mantap jaya
530,"barang bagus, sayang di bagian earpiece tidak sesuai"
531,oke
532,sip
533,"bagus, tpi sayang kalo pake flash jadi pucat"
534,belum dicoba tapi berharap bagus dan awet. makasiii
535,kurang suka list hitam ditepi tempered glass nya. selebihnya oke.
536,"Oke sip, selalu pakai copper kualitas bagus harga hemat"
537,"Oke sip, selalu pakai copper kualitas bagus harga hemat"
538,"barang sampai dengan cepat dan baik, muat banyak hal"
539,beneran fast charging ni.. semoga awet original ni barangnya
540,good
541,"Setelah pemakaian kurang lebih 1 bulan, cover di pinggir layar mulai berkurang daya rekatnya. Akhirnya dilepas karena gatel lihatnya."
542,mantap
543,"Mesennya kemarin, besoknya udh sampe aja paketnya ♥️🔥🔥
Barangnya bagus, licin.. cuma aga kurang presisi pas bagian kameranya (salahku pas masang ga presisi 🗣️🤣). Over... "
544,terimakasih
545,"tas nya melebihi ekspektasi awal, sangat bagus utk harga segini, trims"
546,baru di cas sekali langsung panas dan rusak
547,kurang pas di telinga
548,"kualitas kurang, bahkan rusak....kelebihan harga murah"
549,"Repeat Order ke sekian kali
Pelayanan selalu fast Respon
Kualitas… bagus 👍🏼👍🏼👍🏼"
550,"Repeat Order ke sekian kali
Pelayanan selalu fast Respon
Kualitas… bagus 👍🏼👍🏼👍🏼"
551,untuk service luar biasa lah selalu copper. tapi untuk produk tidak fit untuk y28. semoga diperbaiki
552,"Packing sangat bagus, fast respond and great service. pokoknya Juara lah servicenya. sukses terus buat seller"
553,"Packing sangat bagus, fast respond and great service. pokoknya Juara lah servicenya. sukses terus buat seller"
554,good job
555,pesanan diproses cepat dan langsung kirim.
556,"barang sangat bagus, tempered glass nya anti lecet tapi finger print magnet. wajar sih."
557,sudah 2 kali beli disini..  semoga pelayanannya ttep bagus 👍
558,bagus 👍.
559,"Sesuai pesanan, terima kasih. TG presisi pas utk ipad air2. Paking berlapis menjadi aman selama dalam kurir ⭐⭐⭐⭐⭐"
560,"Barangnya berkualitas.. dan bergaransi bila error / rusak saat dicoba.. rekomendasi deh.. Funfact FYI pembelian produk ini disponsori oleh 3D Building, Jasa Desain dan Ce... "
561,"Barangnya berkualitas.. dan bergaransi bila error saat dicoba.. rekomendasi deh.. Fyi pembelian produk ini disponsori oleh 3D Building, Jasa Desain dan Cetak 3D Printing... "
562,Kualitas bagus. Pas di Realme C53. Pengiriman lancarrr.
563,"Sesuai diskripsi, suaranya bagus, packing rapi dan aman pakai bubble wrap"
564,"Sesuai diskripsi, suaranya bagus, packing rapi dan aman pakai bubble wrap"
565,"Case ini sangat melindungi iPad saya dengan baik! Desainnya elegan, pas, dan kualitas materialnya premium. Sangat direkomendasikan"
566,"Case ini sempurna untuk Galaxy Tab S9! Ringan, stylish, dan sangat kokoh. Tidak menyesal membeli bundling ini. Worth it!"
567,mantap se
568,"Udah beli kedua kalinya best price to value, beneran privacy ga bisa diluat dari samping mantap"
569,belum dicoba semoga barangnya bagus dan awet
570,terima kasih banyak barang nyah sudah sampai. barang bagus .pasang nyah mudah kualitas sesuai harga
571,"lumayan luas dalemnya.
belom dicoba buat naro mouse.
semoga muat 3 mouse per tas."
572,tengkyu tengkyu tengkyuu
573,"Oke sih cuma tidak fast charging di ZTE Nubia Neo 2 5G, tidak ada iconnya. Kecepatan charge lumayan mendekati charger asli karena sama2 33 watt saja mungkin.
Saran utk ad... "
574,"Sesuai deskripsi
Cepat sampai
Packing rapi
Fast respon"
575,"Ukuran compact untuk kapasitas 10000mAh. Fast Charging berfungsi untuk HP Samsung (bukan Super Fast Charging). Minus : kualitas kabel USB jelek, tidak berfungsi dengan ba... "
576,"Pembelian kedua, tetap memuaskan, respon cepat, pengiriman juga cepat, admin fast response...bintanf berbicara"
577,Barang smpai dengan baik. packing jg aman. pkonya stiap kali udh rusak yang sblmnya beli nya yang ini lgi. karena bikin layar hp yang aslinya aman
578,"harga K5 kualitas barang bintang 5. 
ini pembelian sy yang ke 2 X nya 
puas dengan produknya."
579,"Sesuai harga, paking rapi dan aman"
580,TOP👍👍👍👍👍
581,top
582,"barang masih disegel, kualitas terjamin, selalu langganan disini"
583,"selalu terbaik udah berkali kali beli tempered glass yang anti spy (privacy), harga cukup mahal tapi kualitas oke lah🫡👌🏻worth it"
584,"barang berfungsi dan support fast charging, terimakasih."
585,kualitas oke punya nih mantap semoga awet
586,hanya bintang yang berbicara😊
587,barang sesuai pesanan. kemasan rapi.
588,"bagus, trebel tinggi"
589,"barang bagus, recommended seller"
590,cakep banget casenya. besok2 mau belanja lg
591,cukup skali nyoba merek ini
592,boleh lah
593,Tidak diragukan lagi kualitasnya yang terbaik...
594,"Untuk kesekian kalinya beli barang mantap, murah dan meriah ini..."
595,Full Cover dan gampang buat pasangnya. Packingnya bagus.
596,"produk sesuai deskripsi, respon cepat, packing aman, pengiriman cepat...mantaf"
597,"Bagus seperti biasa cuma ada sedikit gelembung/garis 
lemnya"
598,build quality nya oke nih...ga terkesan murahan juga...
599,pembeluan ke sekian kalinya..ngg pernah gagal..👍
600,"barang bagus, mendukung fast charging, rekomended seller"
601,super premium parahh!
602,anti goresnya gk utuh. di bagi 2. jelek jadinya
603,oke
604,oke
605,"Barang 100% Ori , bekerja dengan baik. Semoga awet."
606,"barangnya bagus, bahannya kuat dari goresan. melindungi mata dari sinar biru. penjualnya sangat sigap dan komunikatif"
607,"Barang bagus, pertahankan packingnya. next beli lagi"
608,"Banyak Buble Warp Mantap
Jos Gandos Duar"
609,barang bagus sesuai harapan
610,Kualitas charger bagus 👍
611,Terima kasih produk berkualitas dan packagingnya mantap
612,Barang sampai dg selamat. Kualitas mantap. Mudah-mudahan awet
613,lumayan oke unt harga segitu. bassnya oke
614,"bisa geser geser ternyata tiba tiba nutupin kamera belakang, tapi bisa di geser lagi. worth tempered nya dari pada hydrogell"
615,"pemasangan mudah, tapi setelah dipasang dan dibiarkan semalam, masih ada gelembung"
616,"pemasangan gampang, langsung pas di handphone nya"
617,"cetakan presisi, bahan kombinasi plastik transparan dan kaca tempered, ukuran hanya nambah sedikit dari aslinya"
618,cooper memang produk tempered glass murah terpercaya. ga ada sidik jari nempel dan permukaan licin enak dibuat gaming
619,Selalu bisa diandalkan. Harga bersahabat.
620,Puas.. Harga hemat dan awet.
621,Sesuai dengan harganya
622,oke
623,Barang sesuai dengan pesanan
624,pengiriman cepat Dan packing aman... semoga awet
625,"bahan nya premium, lembut, presisi, ada harga ada kualitas. pengiriman cepat, terima kasih"
626,"Produk bagus, packaging bagus, bagus semua, cuma saya aja yang masangnya jelek, maklum amatir 😂
thanks ya!"
627,"bagus, tokonya juga lengkap.. barang murah murah dan pelayanan sangat memuaskan"
628,okkk banget tapi kayanya gak full sampe nutup samping layar yaa
629,Thanks gann
630,Dari dulu emang ga pernah nyesel sie beli di sini
631,"Barang diterima dalam keadaan baik, paket aman, repeat order teruss karena kualitas baik hehe"
632,"Puas, good quality. Hanya soal tombol Volume yang kadang ga presisi jadi kepencet terus"
633,lumayan barangnya bagus sesuai harga
634,"barang baguss, pasang harus presisi bangettt tapi"
635,"this stuff is really good, packaging also have good wrap."
636,"produk sampah
masa baru datang headset bagian kiri udah macet. buang buang duit aja"
637,mantap
638,cakep
639,sesuai ekspektasi. tidak diragukan lagi. bahan juga halus. harga terjangkau. udah sering beli di official store nya copper blm pernah kecewa
640,Top kualitasnya semoga awet. Seller responsif dan gercep
641,produk bagus dan memuaskan
642,"keren, recommend. ga salah pilih pokoknya... sukses buat lapaknya"
643,"banyak gelembung di pinggirnya, udah digosok berkali2 ga hilang2, katanya harus nunggu 24 jam. ternyata lebih mending tempered glass. tapi overall ini barang bagus"
644,"brand ini emang bener bener super premium, packing super aman, glass nya super tebel, licin emang udah langganan dari dulu"
645,"Copper TG Glossy sdh landing dng Aman. TG Over All bagus..blum dipasang sih, Presisi dan sesuai Deskripsi. Seller Ramah n Gercep. thx ya"
646,"packaging super duper aman berlapis-lapis, semoga barangnya awet. Premium quality"
647,"Kekurangannya, Fingers sensor layar tidak berfungsi"
